이름,가격(최저가),가격(최고가),크기,연료,연비,이미지,주행,가격,거주성,품질,디자인,연비,평균점수
랜드로버 디스커버리,9060 ,12160 ,준대형 SUV,"가솔린,디젤",10.8km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220927_137%2Fauto_1664251773908QbLtt_PNG%2F20220927130753_W4V01MHE.png,9.4 ,8.4 ,9.5 ,8.5 ,9.4 ,8.5 ,9.0 
페라리296 GTS,46100 ,46101 ,스포츠카 컨버터블,"전기,가솔린,하이브리드",7.7km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220420_2%2Fauto_1650425665135nY5sr_PNG%2F20220420123407_de6ameYY.png,9.6 ,7.7 ,9.7 ,9.1 ,9.7 ,8.4 ,9.0 
폭스바겐 골프,3985 ,4140 ,준종형 해치백,디젤,17.8km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230712_66%2Fauto_1689134534507FxRro_PNG%2F20230712130204_ZGhmKptK.png,9.5 ,8.7 ,8.7 ,9.0 ,9.4 ,9.5 ,9.1 
지프 레니게이드,4190 ,4840 ,소형 SUV,가솔린,10.4km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220111_289%2Fauto_1641862133844C4ksS_PNG%2F20220111094841_ewmRQAgw.png,8.3 ,8.1 ,7.9 ,7.8 ,9.8 ,6.5 ,8.1 
애스턴마틴 DBX707,31700 ,31700 ,대형 SUV,가솔린,7.0km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220203_109%2Fauto_1643861221351aydHb_PNG%2F20220203130633_NLTzNUAQ.png,10.0 ,8.0 ,10.0 ,7.0 ,10.0 ,8.0 ,8.8 
람보르기니 우라칸,34000 ,34000 ,스포츠카 쿠페,가솔린,4.5km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220413_178%2Fauto_1649815015146c9s4M_PNG%2F20220413105641_dMoeIqwp.png,10.0 ,10.0 ,10.0 ,10.0 ,10.0 ,10.0 ,10.0 
DS 4,4460 ,5160 ,준중형 해치백,디젤,16.5km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220802_74%2Fauto_1659426676569CWnSJ_PNG%2F20220802165103_it1cDGam.png,8.8 ,7.8 ,8.0 ,8.8 ,10.0 ,9.8 ,8.9 
쉐보레 이쿼녹스,3145 ,4145 ,중형 SUV,가솔린,11.5km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220602_14%2Fauto_1654137949416OUUzr_PNG%2F20220602114535_VlRMToMr.png,9.6 ,7.7 ,9.7 ,9.1 ,9.7 ,8.4 ,9.0 
푸조 2008,3700 ,4000 ,소형 SUV,디젤,17.1km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220718_237%2Fauto_1658110972689LW2dQ_PNG%2F20220718112241_SqMBtLk5.png,9.7 ,8.8 ,8.9 ,9.1 ,9.8 ,9.8 ,9.4 
SS모터스 젤라 EV,4180 ,4180 ,중형 트럭,전기,2.6km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220609_105%2Fauto_1654734930848CMCgY_PNG%2F20220609093518_0YYKOiiQ.png,10.0 ,8.8 ,9.5 ,9.8 ,9.8 ,8.5 ,9.4 
쉐보레 타호,9390 ,9500 ,대형 SUV,가솔린,6.4km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220112_54%2Fauto_1641959488728JwF6L_PNG%2F20220112125105_mtOyBcVz.png,9.5 ,8.7 ,9.5 ,8.6 ,9.4 ,7.0 ,8.8 
코란도 이모션,3880 ,4390 ,준중형 SUV,전기,4.9km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220110_129%2Fauto_1641773816474n8r2t_PNG%2F20220110091633_Whxi3w6H.png,9.6 ,9.4 ,9.2 ,9.0 ,9.7 ,9.1 ,9.3 
르노 마스터,3685 ,3845 ,대형 벤,디젤,11.0km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221116_220%2Fauto_1668581237695lKiuL_PNG%2F20221116154705_C17pMw9G.png,9.8 ,9.1 ,10.0 ,10.0 ,9.8 ,10.0 ,9.8 
페라리 296 GTB,39800 ,39800 ,스포츠카 쿠페,"전기,가솔린,하이브리드",15.6km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210625_261%2Fauto_162460113544022AqV_PNG%2F20210625150523_9Ry8aDCc.png,9.5 ,7.7 ,9.7 ,8.8 ,9.2 ,9.7 ,9.1 
링컨 코세어,5930 ,5930 ,준중형 SUV,가솔린,9.2km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220811_101%2Fauto_1660195990934MjUK5_PNG%2F20220811143301_3RUOAvSH.png,9.7 ,9.7 ,9.7 ,8.9 ,9.8 ,7.6 ,9.2 
DS 3 크로스백 E-텐스,5790 ,5790 ,소형 SUV,전기,4.9km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210127_260%2Fauto_1611732778590mL8Ca_PNG%2F20210127163242_u1vqfXHS.png,9.7 ,8.1 ,8.3 ,9.3 ,10.0 ,8.0 ,8.9 
아우디 e-트론 GT,14332 ,16632 ,준대형 세단,전기,3.7km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211220_44%2Fauto_1639966268076WKd4Y_PNG%2F20211220111050_bIhxdET2.png,9.6 ,7.4 ,9.0 ,9.2 ,10.0 ,8.4 ,8.9 
아우디 RS e-트론 GT,20632 ,20632 ,준대형 세단,전기,3.4km/kWh,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211220_21%2Fauto_1639966458454vovwl_PNG%2F20211220111403_HkPF6tKF.png,9.3 ,9.7 ,8.8 ,8.9 ,9.1 ,9.9 ,9.3 
쉐보레 콜로라도,4050 ,4889 ,준대형 트럭,가솔린,8.3km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221206_231%2Fauto_1670316875549d2Pk2_PNG%2F20221206175426_D8EaNW3m.png,10.0 ,8.8 ,9.5 ,9.8 ,9.8 ,8.5 ,9.4 
DS 7 크로스백,5090 ,5590 ,중형 SUV,가솔린,11.8km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221229_174%2Fauto_1672277521937t42HU_PNG%2F20221229103153_0nnJHaWq.png,9.3 ,8.8 ,9.1 ,9.2 ,9.6 ,9.6 ,9.3 
DS 3 크로스백,4330 ,4330 ,소형 SUV,디젤,15.6km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221229_41%2Fauto_1672277300428r1KX9_PNG%2F20221229102809_2BWiW3Lo.png,9.2 ,9.1 ,9.6 ,8.8 ,9.6 ,9.8 ,9.4 
롤스로이스 고스트 블랙배지,55500 ,55500 ,대형 세단,가솔린,5.6km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211101_113%2Fauto_16357484159379YW77_PNG%2F20211101153324_BzGM0i3C.png,10.0 ,1.0 ,10.0 ,10.0 ,10.0 ,1.0 ,7.0 
로터스 에미라,14500 ,15220 ,스포츠카 쿠페,가솔린,5.6km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210708_254%2Fauto_1625731766681nFWGm_PNG%2F20210708170908_Ah5Ahe1c.png,9.4 ,7.0 ,9.4 ,8.8 ,9.0 ,9.2 ,8.8 
레디컬 SR8,22000 ,22000 ,스포츠카 컨버터블,가솔린,5.6km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211027_107%2Fauto_1635323227109QslKh_PNG%2F20211027172650_DZJ1RDYj.png,9.6 ,7.7 ,9.7 ,9.1 ,9.7 ,8.4 ,9.0 
레디컬 SR10,23000 ,23000 ,스포츠카 컨버터블,가솔린,5.6km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211027_3%2Fauto_1635323287999Tq18d_PNG%2F20211027172755_THTzK5Qc.png,9.6 ,8.0 ,9.2 ,9.2 ,9.4 ,8.4 ,9.0 
레디컬 SR1,9990 ,9990 ,스포츠카 컨버터블,가솔린,5.6km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211027_132%2Fauto_1635322665094mIFUY_PNG%2F20211027171731_BGIJtrLZ.png,9.1 ,7.6 ,8.3 ,8.4 ,9.9 ,6.4 ,8.3 
맥라렌 아투라,29900 ,29900 ,스포츠카 쿠페,"전기,가솔린,하이브리드",7.7km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210217_89%2Fauto_1613527734489mBpm1_PNG%2F20210217110839_27JS4TPx.png,9.9 ,8.7 ,9.7 ,9.4 ,10.0 ,7.4 ,9.2 
시트로엥 C5 에어크로스,3978 ,4976 ,준중형 SUV,디젤,14.2km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210127_168%2Fauto_1611733961547h75ui_PNG%2F20210127165222_dbsw6Gcy.png,9.4 ,8.7 ,9.2 ,8.8 ,9.5 ,9.4 ,9.2 
시트로엥 C4 칵투스,3238 ,3238 ,소형 SUV,디젤,15.5km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190128_36%2Fauto_1548650997857DAzT2_PNG%2F20190128134945_9qlLT3mK.png,8.3 ,9.0 ,7.9 ,8.0 ,9.8 ,9.9 ,8.8 
시트로엥 C3 에어크로스,2951 ,3278 ,소형 SUV,디젤,14.1km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210127_76%2Fauto_1611733331825MAwb3_PNG%2F20210127164154_Tp6iLREG.png,9.0 ,8.9 ,9.2 ,8.3 ,9.6 ,9.5 ,9.1 
아우디 S7,12718 ,12718 ,준대형 세단,디젤,12.0km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201204_10%2Fauto_16070657441660Ix0p_PNG%2F20201204160854_QmmkDIES.png,9.9 ,9.0 ,9.3 ,9.0 ,10.0 ,9.6 ,9.5 
시트로엥 그랜드 C4 스페이스 투어러,4229 ,4585 ,준중형 RV,디젤,14.5km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200904_279%2Fauto_1599206068316xXjcI_PNG%2F20200904165418_0KAXWUTA.png,9.2 ,9.1 ,9.6 ,8.8 ,9.6 ,9.8 ,9.4 
롤스로이스 고스트 EWB,52300 ,52300 ,대형 세단,가솔린,5.8km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230425_172%2Fauto_1682396812009HGq7A_PNG%2F20230425132637_8NRTlkIU.png,10.0 ,1.0 ,10.0 ,10.0 ,10.0 ,1.0 ,7.0 
롤스로이스 고스트,47100 ,47100 ,대형 세단,가솔린,5.7km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200907_93%2Fauto_1599449881946XI0v0_PNG%2F20200907123752_aD2TePUk.png,10.0 ,1.0 ,10.0 ,10.0 ,10.0 ,9.7 ,8.5 
람보르기니 우라칸 에보 스파이더,32890 ,38940 ,스포츠카 컨버터블,가솔린,6.2km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200811_151%2Fauto_1597105742975X0avX_PNG%2F20200811092853_1n6q1uEu.png,10.0 ,10.0 ,10.0 ,10.0 ,10.0 ,10.0 ,10.0 
페라리 로마,32000 ,32000 ,스포츠카 쿠페,가솔린,7.4km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191114_7%2Fauto_1573697173150mca10_PNG%2F20191114110552_fr9pEfRa.png,8.5 ,7.5 ,8.5 ,8.0 ,10.0 ,8.5 ,8.5 
페라리 812 GTS,51500 ,51500 ,스포츠카 컨버터블,가솔린,5.3km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190916_126%2Fauto_1568615711177lytOR_PNG%2F20190916153456_rqGL6ZiH.png,9.8 ,9.5 ,9.6 ,8.9 ,9.7 ,7.5 ,9.2 
애스턴마틴 DBX,24800 ,24800 ,대형 SUV,가솔린,6.9km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191120_200%2Fauto_1574227715020cBrJu_PNG%2F20191120142814_nCwgUnMj.png,10.0 ,8.0 ,10.0 ,8.0 ,10.0 ,8.0 ,9.0 
코닉세그 제메라,220000 ,220000 ,스포츠카 쿠페,"가솔린,하이브리드",5.4km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200304_203%2Fauto_1583299980718Mcgym_PNG%2F20200304143250_m37SMiCd.png,9.8 ,8.7 ,7.8 ,9.8 ,6.9 ,7.8 ,8.5 
애스턴마틴 발할라,150000 ,170000 ,스포츠카 쿠페,"가솔린,하이브리드",5.4km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210716_202%2Fauto_1626395878877pLEAp_PNG%2F20210716093756_A2qHiTN0.png,8.9 ,8.4 ,9.3 ,8.7 ,9.8 ,10.0 ,9.2 
롤스로이스 컬리넌 블랙배지,53900 ,53900 ,대형 SUV,가솔린,5.4km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200904_193%2Fauto_1599199357749ksf7n_PNG%2F20200904150235_ZAkR0wr0.png,9.3 ,9.5 ,9.7 ,8.9 ,9.0 ,7.8 ,9.0 
맥라렌 GT,28200 ,28200 ,스포츠카 쿠페,가솔린,8.4km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190926_125%2Fauto_1569482589787O8gva_PNG%2F20190926162257_V5VA1TJe.png,8.3 ,9.0 ,7.9 ,8.0 ,9.8 ,9.9 ,8.8 
동풍소콘 펜곤 ix5,2380 ,2380 ,중형 SUV,가솔린,9.8km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191004_60%2Fauto_15701612805014klUm_PNG%2F20191004125425_UYB1Ea5L.png,8.1 ,8.9 ,8.2 ,7.7 ,8.8 ,6.0 ,8.0 
람보르기니 우라칸 에보,29900 ,34540 ,스포츠카 쿠페,가솔린,6.1km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190730_287%2Fauto_1564469668966PYYpe_PNG%2F20190730155414_7zNf0ryR.png,10.0 ,9.5 ,10.0 ,10.0 ,9.8 ,8.5 ,9.6 
메르세데스-벤츠 스프린터,9000 ,9570 ,대형 벤,디젤,6.9km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191210_62%2Fauto_1575950413008A1C3W_PNG%2F20191210130011_5TmbnUqD.png,9.0 ,9.9 ,7.0 ,7.8 ,8.9 ,9.8 ,8.7 
롤스로이스 컬리넌,46900 ,46900 ,대형 SUV,가솔린,5.6km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200904_160%2Fauto_1599199337795HklQv_PNG%2F20200904150215_0YYl4f1L.png,9.8 ,8.5 ,9.4 ,7.9 ,8.9 ,9.8 ,9.1 
페라리 포르토피노,29900 ,29900 ,스포츠카 컨버터블,가솔린,8.1km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180622_214%2Fauto_1529633100943cJ3VW_PNG%2F20180622110451_AkLZkxtW.png,10.0 ,9.6 ,9.6 ,10.0 ,10.0 ,10.0 ,9.9 
로터스 엘리스 S,8350 ,8350 ,스포츠카 컨버터블,가솔린,7.5ℓ/100km,https://search.pstatic.net/common?quality=75&direct=true&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180622_214%2Fauto_1529633100943cJ3VW_PNG%2F20180622110451_AkLZkxtW.png,9.7 ,9.5 ,8.7 ,8.7 ,8.9 ,8.9 ,9.1 
페라리 812 슈퍼패스트,47100 ,47100 ,스포츠카 쿠페,가솔린,5.4km/ℓ,https://search.pstatic.net/common?quality=75&direct=true&src=http%3A%2F%2Fimgauto.naver.com%2F20170608_117%2Fauto_1496911488138wGROI_PNG%2F20170608174428_TJ7HJPyr.png,9.0 ,8.3 ,7.9 ,8.9 ,9.8 ,9.7 ,8.9 
